file,width,height,size
302.jpg,797.0,1003.0,799391.0
304.jpg,1081.0,900.0,972900.0
305.jpg,808.0,941.0,760328.0
306.jpg,1000.0,1127.0,1127000.0
308.jpg,1221.0,800.0,976800.0
309.jpg,874.0,1300.0,1136200.0
311.jpg,843.0,1004.0,846372.0
312.jpg,1266.0,1600.0,2025600.0
313.jpg,1200.0,1507.0,1808400.0
314.jpg,838.0,1100.0,921800.0
315.jpg,1299.0,896.0,1163904.0
316.jpg,700.0,879.0,615300.0
317.jpg,1617.0,800.0,1293600.0
318.jpg,1191.0,800.0,952800.0
319.jpg,1150.0,800.0,920000.0
320.jpg,1176.0,800.0,940800.0
325.jpg,1096.0,828.0,907488.0
326.jpg,1031.0,572.0,589732.0
327.jpg,1133.0,850.0,963050.0
328.jpg,972.0,700.0,680400.0
329.jpg,1216.0,858.0,1043328.0
330.jpg,805.0,900.0,724500.0
331.jpg,675.0,813.0,548775.0
332.jpg,750.0,1013.0,759750.0
333.jpg,796.0,1004.0,799184.0
334.jpg,1000.0,1305.0,1305000.0
335.jpg,756.0,1000.0,756000.0
336.jpg,752.0,1000.0,752000.0
337.jpg,739.0,700.0,517300.0
338.jpg,1135.0,660.0,749100.0
339.jpg,1484.0,800.0,1187200.0
340.jpg,700.0,693.0,485100.0
341.jpg,770.0,1165.0,897050.0
342.jpg,918.0,901.0,827118.0
343.jpg,800.0,1168.0,934400.0
344.jpg,650.0,891.0,579150.0
346.jpg,1084.0,930.0,1008120.0
347.jpg,600.0,1519.0,911400.0
348.jpg,692.0,900.0,622800.0
349.jpg,736.0,850.0,625600.0
350.jpg,693.0,900.0,623700.0
351.jpg,930.0,1158.0,1076940.0
352.jpg,723.0,1000.0,723000.0
353.jpg,857.0,1000.0,857000.0
354.jpg,900.0,1200.0,1080000.0
355.jpg,851.0,1200.0,1021200.0
356.jpg,1014.0,1400.0,1419600.0
357.jpg,760.0,1049.0,797240.0
358.jpg,667.0,1027.0,685009.0
359.jpg,650.0,1242.0,807300.0
360.jpg,579.0,1141.0,660639.0
361.jpg,804.0,979.0,787116.0
362.jpg,904.0,1004.0,907616.0
368.jpg,1063.0,1300.0,1381900.0
369.jpg,1000.0,666.0,666000.0
370.jpg,878.0,900.0,790200.0
371.jpg,900.0,1200.0,1080000.0
373.jpg,1000.0,1204.0,1204000.0
374.jpg,1169.0,1000.0,1169000.0
375.jpg,1078.0,1200.0,1293600.0
376.jpg,1100.0,1222.0,1344200.0
377.jpg,950.0,1300.0,1235000.0
